"plan_id","name","edu_section_binary","edu_section_detail","edu_strategy","edu_what","edu_target_audience","edu_content_type","edu_topic","edu_staff_binary","edu_staff_detail","edu_funding_binary","edu_funding_detail","edu_outcome_binary","edu_outcome_detail","edu_indicator_binary","edu_indicator_detail","obs_id"
45,"Gulf of Mannar Marine National Park and Biosphere Reserve",1,"Chapter 20: Interpretation, Education, Eco-Tourism and Visitors Management Action Plan","To enhance the socio-economic status of local communities","Promote alternative livelihoods","Local residents; Local youth; Local tourism operators; Organizations as potential collaborators; Government officials","Development; Implementation","Other",0,"N/A",0,"Not specified",1,"Interpretation and imparting Conservation Education on the importance of coastal and marine environments and its biodiversity for visitors and local communities of the Gulf of Mannar Biosphere Reserve is consider to be an important activity of the Management Plan.",0,"N/A","224"
45,"Gulf of Mannar Marine National Park and Biosphere Reserve",1,"Chapter 20: Interpretation, Education, Eco-Tourism and Visitors Management Action Plan","To gather public support and lobby for the National Park and Biosphere Reserve.","Invest in broad organization relationships","Organizations as potential collaborators; Government officials; Scientists","Development; Implementation","EE",0,"N/A",0,"Not specified",1,"Interpretation and imparting Conservation Education on the importance of coastal and marine environments and its biodiversity for visitors and local communities of the Gulf of Mannar Biosphere Reserve is consider to be an important activity of the Management Plan.",0,"N/A","225"
45,"Gulf of Mannar Marine National Park and Biosphere Reserve",1,"Chapter 20: Interpretation, Education, Eco-Tourism and Visitors Management Action Plan","To promote the species conservation programme","Community presentations and/or workshops","Park administration; General public; Scientists","Development; Implementation","EE",0,"N/A",0,"Not specified",1,"Interpretation and imparting Conservation Education on the importance of coastal and marine environments and its biodiversity for visitors and local communities of the Gulf of Mannar Biosphere Reserve is consider to be an important activity of the Management Plan.",0,"N/A","226"
45,"Gulf of Mannar Marine National Park and Biosphere Reserve",1,"Chapter 20: Interpretation, Education, Eco-Tourism and Visitors Management Action Plan","To generate employment opportunities for those who lost employment due to protected area","Promote alternative livelihoods","Local residents; Local youth; Organizations as potential collaborators; Government officials","Development; Implementation","Other",0,"N/A",0,"Not specified",1,"Interpretation and imparting Conservation Education on the importance of coastal and marine environments and its biodiversity for visitors and local communities of the Gulf of Mannar Biosphere Reserve is consider to be an important activity of the Management Plan.",0,"N/A","227"
45,"Gulf of Mannar Marine National Park and Biosphere Reserve",1,"Chapter 20: Interpretation, Education, Eco-Tourism and Visitors Management Action Plan","Off setting tourism pressures from other protected areas.","Training in best practices for tourism operators","Local residents; Local tourism operators; Visitors; Organizations as potential collaborators; Government officials","Development; Implementation","Other",0,"N/A",0,"Not specified",1,"Interpretation and imparting Conservation Education on the importance of coastal and marine environments and its biodiversity for visitors and local communities of the Gulf of Mannar Biosphere Reserve is consider to be an important activity of the Management Plan.",0,"N/A","228"
46,"Alboran Islands",1,"Table 14. Objectives and measures. Communication, education, participation and citizen awareness","Priority will be given to environmental education and volunteering activities, as well as awareness raising and social awareness, regarding the values of the Special Conservation Zone (ZEC) and its role in the Natura 2000 network.","Local volunteer/steward program","General public; Local residents; Visitors","Development; Implementation","EE",0,"N/A",0,"Not specified",1,"Promote a positive attitude in society towards the conservation of the Special Conservation Zone (ZEC)",0,"N/A","229"
46,"Alboran Islands",1,"Table 14. Objectives and measures. Communication, education, participation and citizen awareness","The placement of interpretive panels on the Alborán Island will be promoted, explaining the habitats and both terrestrial and marine species present in the area.","Improve visitor infrastructure","Visitors","Development; Implementation","EE",0,"N/A",0,"Not specified",1,"Promote a positive attitude in society towards the conservation of the Special Conservation Zone (ZEC)",0,"N/A","230"
46,"Alboran Islands",1,"Table 14. Objectives and measures. Communication, education, participation and citizen awareness","The development of information campaigns will be promoted, especially aimed at the local population and the fishing sector, on the contents and the implementation of this Plan, as well as other plans that were involved in the management of the space.","Targeted material toward local livelihoods","Local residents; Fishers","Development; Implementation","EE",0,"N/A",0,"Not specified",1,"Promote a positive attitude in society towards the conservation of the Special Conservation Zone (ZEC)",0,"N/A","231"
46,"Alboran Islands",1,"Table 14. Objectives and measures. Communication, education, participation and citizen awareness","The training of social agents and sectors involved will be promoted on the relationship between their activity and the conservation and management of Habitats of Community Interest (HICs) and species within the scope of the Plan.","Local volunteer/steward program","Local residents; Fishers","Development; Implementation","EE",0,"N/A",0,"Not specified",1,"Promote a positive attitude in society towards the conservation of the Special Conservation Zone (ZEC)",0,"N/A","232"
47,"Mallorca Marine Reserve Network",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"233"
48,"Coral Sea Marine Park",1,"Communication, education and awareness program","Develop a marketing and communication strategy for Australian Marine Parks to raise awareness and understanding of marine park values and the contribution marine parks make to enhancing Australia’s wellbeing.","Media marketing and science communication","Media journalists; Park administration; General public; Government officials; Visitors","Development; Implementation","EE",1,"Director",0,"Not specified",1,"Increased awareness, understanding and support for marine parks.",0,"N/A","234"
48,"Coral Sea Marine Park",1,"Communication, education and awareness program","Develop online information resources to facilitate awareness of marine park values, management arrangements and visitor opportunities.","Improve visitor infrastructure","Park administration; General public; Visitors","Development; Implementation","EE",1,"Director",0,"Not specified",1,"Increased awareness, understanding and support for marine parks.",0,"N/A","235"
48,"Coral Sea Marine Park",1,"Communication, education and awareness program","Maximise the use of new technologies and partnerships (including with schools, universities, museums and non-government organisations) to inspire people of all ages to become involved in marine park management and protection.","Collaborate toward community presentations and/or workshops","General public; Visitors; Schools, students, and educators; Organizations as potential collaborators; Local residents","Development; Implementation","EE",1,"Director",0,"Not specified",1,"Increased awareness, understanding and support for marine parks.",0,"N/A","236"
